CÓDIGO;Acumulado;Semana;PERIODO
DERS;14;17;202290
DERS;2;17;202290
DESP;2;17;202290
DEST;7;17;202290
DEST;1;17;202290
DEST;1;17;202290
DESU;3;17;202290
DETR;1;17;202290
DEVS;10;17;202290
DFCL;6;17;202290
DFKM;1;17;202290
DFUT;8;17;202290
DGAS;4;17;202290
DGCE;6;17;202290
DGCE;1;17;202290
DGCS;13;17;202290
DGCS;19;17;202290
DGGE;2;17;202290
DGOS;71;17;202290
DHDS;4;17;202290
DIND;1;17;202290
DIND;1;17;202290
DIND;1;17;202290
DIOD;6;17;202290
DIPH;18;17;202290
DIQP;4;17;202290
DIQP;24;17;202290
DIQP;2;17;202290
DISI;2;17;202290
DKAD;6;17;202290
DKAD;1;17;202290
DMBU;14;17;202290
DMBU;21;17;202290
DMCE;4;17;202290
DMOR;7;17;202290
DMSM;13;17;202290
DMSU;7;17;202290
DMTT;3;17;202290
DNDF;5;17;202290
DNDF;1;17;202290
DNEE;28;17;202290
DNEO;3;17;202290
DNNA;2;17;202290
DOCM;2;17;202290
DODP;1;17;202290
DODP;8;17;202290
DOIA;1;17;202290
DOIA;2;17;202290
DOPI;3;17;202290
DOPI;28;17;202290
DOPS;22;17;202290
DORE;4;17;202290
DPAD;6;17;202290
DPCI;9;17;202290
DPEA;1;17;202290
DPEN;1;17;202290
DPEN;15;17;202290
DPPC;4;17;202290
DPSU;1;17;202290
DPSU;5;17;202290
DRET;2;17;202290
DRET;1;17;202290
DRNA;2;17;202290
DSAP;1;17;202290
DSAP;21;17;202290
DSCE;4;17;202290
DSCE;2;17;202290
DSCE;1;17;202290
DSFC;20;17;202290
DSMP;6;17;202290
DTMA;7;17;202290
DURP;21;17;202290
DVMP;6;17;202290
DVMP;8;17;202290
EMCT;1;17;202290
EOCM;4;17;202290
EOEN;1;17;202290
EOEN;10;17;202290
EOIM;1;17;202290
EOIM;4;17;202290
EOIO;1;17;202290
EOIO;10;17;202290
EOOP;8;17;202290
EOOR;6;17;202290
EOPE;8;17;202290
EORO;2;17;202290
EORO;10;17;202290
EORO;1;17;202290
EOTT;2;17;202290
EOTT;5;17;202290
MAEC;1;17;202290
MAFM;1;17;202290
MAGS;1;17;202290
MAGS;9;17;202290
MDAD;1;17;202290
MDAD;1;17;202290
MDAD;10;17;202290
MDDE;2;17;202290
MDDE;6;17;202290
MDDE;1;17;202290
MDGE;3;17;202290
MDPE;7;17;202290
MDRC;10;17;202290
MDTR;12;17;202290
MEDU;6;17;202290
MEMG;8;17;202290
MEPI;6;17;202290
MESP;2;17;202290
MFIA;3;17;202290
MFIL;1;17;202290
MHGP;1;17;202290
MHGP;3;17;202290
MNPP;1;17;202290
MNPP;3;17;202290
MPSP;1;17;202290
MPSP;7;17;202290
MSCF;1;17;202290
MSCF;1;17;202290
MSCM;2;17;202290
MTEM;1;17;202290
MTEM;7;17;202290
PEIN;1;17;202290
PEOG;2;17;202290
PEOG;13;17;202290
PEOG;1;17;202290
PEPA;2;17;202290
PEPA;2;17;202290
PEPA;10;17;202290
PEPA;1;17;202290
PFIL;1;17;202290
PGPC;1;17;202290
PMEM;10;17;202290
PMEM;3;17;202290
PMEM;1;17;202290
CBPE;10;18;202290
CCOM;4;18;202290
CDFO;1;18;202290
CICS;1;18;202290
CIMO;1;18;202290
CURV;1;18;202290
DAAG;8;18;202290
DAAG;6;18;202290
DAAM;13;18;202290
DAES;1;18;202290
DCAA;8;18;202290
DCAA;1;18;202290
DCKR;5;18;202290
DCOL;20;18;202290
DCPA;60;18;202290
DCPA;3;18;202290
DCPA;4;18;202290
DCPA;1;18;202290
DDCO;3;18;202290
DDDD;1;18;202290
DDEC;45;18;202290
DDEI;17;18;202290
DDEI;20;18;202290
DDEP;7;18;202290
DDEP;1;18;202290
DDGE;14;18;202290
DDIN;1;18;202290
DDIP;3;18;202290
DDLE;1;18;202290
DDUD;15;18;202290
DDUD;17;18;202290
DECC;5;18;202290
DEON;1;18;202290
DERA;3;18;202290
DERA;17;18;202290
DERO;26;18;202290
DERO;5;18;202290
DERS;14;18;202290
DERS;2;18;202290
DESP;2;18;202290
DEST;8;18;202290
DEST;1;18;202290
DEST;1;18;202290
DESU;3;18;202290
DETR;1;18;202290
DEVS;10;18;202290
DFCL;7;18;202290
DFKM;2;18;202290
DFNF;2;18;202290
DFUT;8;18;202290
DGAS;5;18;202290
DGCE;8;18;202290
DGCE;1;18;202290
DGCS;13;18;202290
DGCS;19;18;202290
DGGE;3;18;202290
DGOS;76;18;202290
DHDS;5;18;202290
DIND;2;18;202290
DIND;1;18;202290
DIND;1;18;202290
DIOD;9;18;202290
DIPH;20;18;202290
DIQP;5;18;202290
DIQP;31;18;202290
DIQP;2;18;202290
DISI;3;18;202290
DKAD;6;18;202290
DKAD;1;18;202290
DMBU;17;18;202290
DMBU;24;18;202290
DMCE;6;18;202290
DMOR;7;18;202290
DMSM;13;18;202290
DMSU;7;18;202290
DMTT;4;18;202290
DNDF;5;18;202290
DNDF;1;18;202290
DNEE;30;18;202290
DNEO;3;18;202290
DNNA;2;18;202290
DOCM;2;18;202290
DODP;1;18;202290
DODP;9;18;202290
DOIA;1;18;202290
DOIA;2;18;202290
DOPI;3;18;202290
DOPI;28;18;202290
DOPS;25;18;202290
DORE;4;18;202290
DPAD;1;18;202290
DPAD;6;18;202290
DPCI;12;18;202290
DPEA;1;18;202290
DPEN;1;18;202290
DPEN;15;18;202290
DPPC;6;18;202290
DPSU;1;18;202290
DPSU;6;18;202290
DRET;3;18;202290
DRET;2;18;202290
DRNA;2;18;202290
DSAP;1;18;202290
DSAP;26;18;202290
DSCE;4;18;202290
DSCE;2;18;202290
DSCE;1;18;202290
DSFC;21;18;202290
DSMP;6;18;202290
DTMA;8;18;202290
DURP;24;18;202290
DVMP;7;18;202290
DVMP;8;18;202290
EMCT;1;18;202290
EOCM;4;18;202290
EOEN;1;18;202290
EOEN;10;18;202290
EOIM;1;18;202290
EOIM;5;18;202290
EOIO;1;18;202290
EOIO;10;18;202290
EOOP;8;18;202290
EOOR;6;18;202290
EOPE;8;18;202290
EORO;2;18;202290
EORO;10;18;202290
EORO;1;18;202290
EOTT;2;18;202290
EOTT;5;18;202290
MAEC;1;18;202290
MAFM;1;18;202290
MAGS;1;18;202290
MAGS;10;18;202290
MDAD;1;18;202290
MDAD;1;18;202290
MDAD;10;18;202290
MDDE;2;18;202290
MDDE;8;18;202290
MDDE;1;18;202290
MDGE;3;18;202290
MDPE;8;18;202290
MDRC;12;18;202290
MDTR;13;18;202290
MEDU;10;18;202290
MEMG;10;18;202290
MEPI;6;18;202290
MEPI;1;18;202290
MESP;2;18;202290
MFIA;3;18;202290
MFIL;1;18;202290
MHGP;1;18;202290
MHGP;3;18;202290
MNPP;1;18;202290
MNPP;3;18;202290
MPSP;1;18;202290
MPSP;8;18;202290
MSCF;1;18;202290
MSCF;2;18;202290
MSCM;4;18;202290
MTEM;1;18;202290
MTEM;8;18;202290
PEIN;1;18;202290
PEOG;2;18;202290
PEOG;15;18;202290
PEOG;1;18;202290
PEPA;2;18;202290
PEPA;2;18;202290
PEPA;10;18;202290
PEPA;1;18;202290
PFIL;1;18;202290
PGPC;2;18;202290
PMEM;10;18;202290
PMEM;3;18;202290
PMEM;1;18;202290
POPF;1;18;202290
RCME;1;18;202290
CBPE;10;19;202290
CCOM;4;19;202290
CDFO;1;19;202290
CICS;1;19;202290
CIMO;1;19;202290
CURV;1;19;202290
DAAG;8;19;202290
DAAG;6;19;202290
DAAM;13;19;202290
DAES;2;19;202290
DBCD;13;19;202290
DCAA;9;19;202290
DCAA;1;19;202290
DCKR;6;19;202290
DCOL;20;19;202290
DCPA;71;19;202290
DCPA;3;19;202290
DCPA;4;19;202290
DCPA;1;19;202290
DDCO;3;19;202290
DDDD;1;19;202290
DDEC;45;19;202290
DDEI;17;19;202290
DDEI;20;19;202290
DDEP;8;19;202290
DDEP;1;19;202290
DDGE;14;19;202290
DDIN;1;19;202290
DDIP;3;19;202290
DDLE;1;19;202290
DDUD;15;19;202290
DDUD;17;19;202290
DECC;8;19;202290
DEON;1;19;202290
DERA;3;19;202290
DERA;17;19;202290
DERO;26;19;202290
DERO;5;19;202290
DERS;14;19;202290
DERS;2;19;202290
DESG;1;19;202290
DESP;2;19;202290
DEST;8;19;202290
DEST;1;19;202290
DEST;1;19;202290
DESU;3;19;202290
DETR;2;19;202290
DEVS;10;19;202290
DFCL;7;19;202290
DFKM;4;19;202290
DFNF;3;19;202290
DFUT;9;19;202290
DGAS;5;19;202290
DGCE;9;19;202290
DGCE;1;19;202290
DGCS;13;19;202290
DGCS;19;19;202290
DGGE;3;19;202290
DGOS;76;19;202290
DHDS;5;19;202290
DIND;2;19;202290
DIND;1;19;202290
DIND;1;19;202290
DIOD;9;19;202290
DIPH;20;19;202290
DIQP;5;19;202290
DIQP;33;19;202290
DIQP;2;19;202290
DISI;7;19;202290
DKAD;8;19;202290
DKAD;1;19;202290
DMBU;17;19;202290
DMBU;24;19;202290
DMCE;10;19;202290
DMOR;7;19;202290
DMSM;13;19;202290
DMSU;7;19;202290
DMTT;5;19;202290
DNDF;5;19;202290
DNDF;1;19;202290
DNEE;30;19;202290
DNEO;3;19;202290
DNEO;1;19;202290
DNNA;2;19;202290
DOCM;2;19;202290
DODP;1;19;202290
DODP;10;19;202290
DOIA;1;19;202290
DOIA;2;19;202290
DOPI;4;19;202290
DOPI;29;19;202290
DOPS;25;19;202290
DORE;6;19;202290
DPAD;1;19;202290
DPAD;6;19;202290
DPCI;12;19;202290
DPEA;1;19;202290
DPEN;1;19;202290
DPEN;17;19;202290
DPPC;8;19;202290
DPSU;1;19;202290
DPSU;6;19;202290
DRET;4;19;202290
DRET;2;19;202290
DRNA;2;19;202290
DRNA;1;19;202290
DSAP;1;19;202290
DSAP;26;19;202290
DSCE;6;19;202290
DSCE;3;19;202290
DSCE;1;19;202290
DSFC;21;19;202290
DSMP;6;19;202290
DTMA;8;19;202290
DURP;24;19;202290
DVMP;7;19;202290
DVMP;8;19;202290
EMCT;1;19;202290
EOCM;4;19;202290
EOEN;1;19;202290
EOEN;10;19;202290
EOIM;1;19;202290
EOIM;5;19;202290
EOIO;1;19;202290
EOIO;10;19;202290
EOOP;8;19;202290
EOOR;6;19;202290
EOPE;8;19;202290
EORO;2;19;202290
EORO;10;19;202290
EORO;1;19;202290
EOTT;2;19;202290
EOTT;6;19;202290
MAEC;1;19;202290
MAFM;4;19;202290
MAGS;1;19;202290
MAGS;15;19;202290
MAGS;1;19;202290
MDAD;1;19;202290
MDAD;1;19;202290
MDAD;10;19;202290
MDDE;2;19;202290
MDDE;9;19;202290
MDDE;1;19;202290
MDGE;3;19;202290
MDPE;8;19;202290
MDRC;13;19;202290
MDTR;13;19;202290
MEDU;10;19;202290
MEMG;11;19;202290
MEPI;7;19;202290
MEPI;1;19;202290
MESP;3;19;202290
MFIA;3;19;202290
MFIL;1;19;202290
MHGP;1;19;202290
MHGP;4;19;202290
MNPP;1;19;202290
MNPP;3;19;202290
MPSP;1;19;202290
MPSP;8;19;202290
MSCF;1;19;202290
MSCF;3;19;202290
MSCM;4;19;202290
MTEM;1;19;202290
MTEM;10;19;202290
PEIN;1;19;202290
PEOG;2;19;202290
PEOG;16;19;202290
PEOG;1;19;202290
PEPA;2;19;202290
PEPA;2;19;202290
PEPA;10;19;202290
PEPA;1;19;202290
PFIL;1;19;202290
PGPC;2;19;202290
PMEM;10;19;202290
PMEM;3;19;202290
PMEM;1;19;202290
POPF;3;19;202290
RCME;1;19;202290
CBPE;10;20;202290
CCOM;4;20;202290
CDFO;1;20;202290
CICS;1;20;202290
CIMO;1;20;202290
CLEL;2;20;202290
CMDI;1;20;202290
CNEC;1;20;202290
CURV;1;20;202290
DAAG;9;20;202290
DAAG;6;20;202290
DAAM;13;20;202290
DAES;2;20;202290
DBCD;20;20;202290
DCAA;11;20;202290
DCAA;1;20;202290
DCAA;1;20;202290
DCDG;5;20;202290
DCDG;1;20;202290
DCKR;6;20;202290
DCOL;20;20;202290
DCPA;76;20;202290
DCPA;3;20;202290
DCPA;4;20;202290
DCPA;1;20;202290
DDCO;3;20;202290
DDDD;1;20;202290
DDEC;45;20;202290
DDEI;17;20;202290
DDEI;20;20;202290
DDEP;9;20;202290
DDEP;1;20;202290
DDGE;14;20;202290
DDGP;8;20;202290
DDGP;2;20;202290
DDIN;2;20;202290
DDIP;3;20;202290
DDLE;1;20;202290
DDPD;4;20;202290
DDPD;2;20;202290
DDPD;2;20;202290
DDUC;1;20;202290
DDUD;15;20;202290
DDUD;17;20;202290
DECC;8;20;202290
DEON;1;20;202290
DERA;3;20;202290
DERA;18;20;202290
DERO;26;20;202290
DERO;5;20;202290
DERS;14;20;202290
DERS;2;20;202290
DESG;1;20;202290
DESP;2;20;202290
DEST;9;20;202290
DEST;1;20;202290
DEST;1;20;202290
DESU;4;20;202290
DETR;2;20;202290
DEVS;10;20;202290
DFCL;7;20;202290
DFKM;5;20;202290
DFNF;7;20;202290
DFUT;11;20;202290
DGAS;5;20;202290
DGCE;9;20;202290
DGCE;1;20;202290
DGCS;13;20;202290
DGCS;19;20;202290
DGGE;4;20;202290
DGOL;22;20;202290
DGOS;76;20;202290
DHDS;5;20;202290
DHGE;2;20;202290
DIND;5;20;202290
DIND;1;20;202290
DIND;1;20;202290
DIOD;10;20;202290
DIPH;20;20;202290
DIQP;5;20;202290
DIQP;35;20;202290
DIQP;2;20;202290
DISI;11;20;202290
DKAD;9;20;202290
DKAD;1;20;202290
DLGP;1;20;202290
DLGP;1;20;202290
DLGP;25;20;202290
DMBU;17;20;202290
DMBU;24;20;202290
DMCE;10;20;202290
DMDC;1;20;202290
DMDC;19;20;202290
DMOR;9;20;202290
DMSM;13;20;202290
DMSU;7;20;202290
DMTT;7;20;202290
DNDF;5;20;202290
DNDF;1;20;202290
DNEE;30;20;202290
DNEI;5;20;202290
DNEO;3;20;202290
DNEO;1;20;202290
DNNA;2;20;202290
DOCM;2;20;202290
DODP;1;20;202290
DODP;11;20;202290
DOIA;1;20;202290
DOIA;2;20;202290
DOPI;5;20;202290
DOPI;32;20;202290
DOPS;25;20;202290
DORE;7;20;202290
DPAD;1;20;202290
DPAD;6;20;202290
DPCI;12;20;202290
DPEA;1;20;202290
DPEN;1;20;202290
DPEN;18;20;202290
DPPC;8;20;202290
DPSU;1;20;202290
DPSU;6;20;202290
DRET;4;20;202290
DRET;2;20;202290
DRNA;2;20;202290
DRNA;1;20;202290
DSAP;1;20;202290
DSAP;26;20;202290
DSCE;7;20;202290
DSCE;3;20;202290
DSCE;1;20;202290
DSFC;21;20;202290
DSMP;7;20;202290
DTDI;6;20;202290
DTMA;8;20;202290
DURP;24;20;202290
DVMP;7;20;202290
DVMP;8;20;202290
EMCT;1;20;202290
EOCM;4;20;202290
EOEN;1;20;202290
EOEN;10;20;202290
EOIM;1;20;202290
EOIM;5;20;202290
EOIO;1;20;202290
EOIO;10;20;202290
EOOP;8;20;202290
EOOR;6;20;202290
EOPE;8;20;202290
EORO;2;20;202290
EORO;10;20;202290
EORO;1;20;202290
EOTT;2;20;202290
EOTT;6;20;202290
MAEC;1;20;202290
MAFM;5;20;202290
MAGS;1;20;202290
MAGS;18;20;202290
MAGS;1;20;202290
MDAD;1;20;202290
MDAD;1;20;202290
MDAD;11;20;202290
MDDE;2;20;202290
MDDE;11;20;202290
MDDE;1;20;202290
MDGE;9;20;202290
MDPE;10;20;202290
MDRC;1;20;202290
MDRC;15;20;202290
MDTR;13;20;202290
MEDU;11;20;202290
MEMG;11;20;202290
MEPI;8;20;202290
MEPI;1;20;202290
MESP;1;20;202290
MESP;3;20;202290
MFIA;3;20;202290
MFIL;1;20;202290
MHGP;1;20;202290
MHGP;6;20;202290
MNPP;1;20;202290
MNPP;3;20;202290
MPSP;1;20;202290
MPSP;10;20;202290
MSCF;1;20;202290
MSCF;3;20;202290
MSCM;4;20;202290
MTEM;2;20;202290
MTEM;10;20;202290
PEIN;2;20;202290
PEOG;2;20;202290
PEOG;19;20;202290
PEOG;1;20;202290
PEPA;2;20;202290
PEPA;2;20;202290
PEPA;10;20;202290
PEPA;1;20;202290
PFIL;1;20;202290
PGPC;2;20;202290
PMEM;10;20;202290
PMEM;3;20;202290
PMEM;1;20;202290
POPF;3;20;202290
RCME;1;20;202290
CBPE;10;21;202290
CCOM;4;21;202290
CDFO;1;21;202290
CICS;1;21;202290
CIMO;1;21;202290
CLEL;2;21;202290
CMDI;1;21;202290
CNEC;1;21;202290
CURV;1;21;202290
DAAG;9;21;202290
DAAG;7;21;202290
DAAM;13;21;202290
DAES;2;21;202290
DBCD;21;21;202290
DCAA;11;21;202290
DCAA;1;21;202290
DCAA;1;21;202290
DCDG;5;21;202290
DCDG;1;21;202290
DCKR;7;21;202290
DCOL;20;21;202290
DCPA;82;21;202290
DCPA;3;21;202290
DCPA;4;21;202290
DCPA;1;21;202290
DDCO;3;21;202290
DDDD;1;21;202290
DDEC;45;21;202290
DDEI;17;21;202290
DDEI;20;21;202290
DDEP;9;21;202290
DDEP;1;21;202290
DDGE;14;21;202290
DDGP;8;21;202290
DDGP;2;21;202290
DDIN;2;21;202290
DDIP;3;21;202290
DDLE;2;21;202290
DDLE;1;21;202290
DDPD;4;21;202290
DDPD;2;21;202290
DDPD;2;21;202290
DDSC;1;21;202290
DDUC;1;21;202290
DDUD;15;21;202290
DDUD;17;21;202290
DECC;8;21;202290
DEON;3;21;202290
DERA;3;21;202290
DERA;18;21;202290
DERO;27;21;202290
DERO;5;21;202290
DERS;14;21;202290
DERS;2;21;202290
DESG;1;21;202290
DESP;2;21;202290
DEST;9;21;202290
DEST;1;21;202290
DEST;1;21;202290
DESU;5;21;202290
DETR;2;21;202290
DEVS;10;21;202290
DFCL;7;21;202290
DFKM;7;21;202290
DFNF;7;21;202290
DFUT;11;21;202290
DGAS;5;21;202290
DGCE;10;21;202290
DGCE;1;21;202290
DGCS;13;21;202290
DGCS;19;21;202290
DGGE;6;21;202290
DGOL;22;21;202290
DGOS;76;21;202290
DHDS;5;21;202290
DHGE;2;21;202290
DIND;5;21;202290
DIND;2;21;202290
DIND;1;21;202290
DIOD;10;21;202290
DIPH;20;21;202290
DIQP;5;21;202290
DIQP;35;21;202290
DIQP;2;21;202290
DISI;12;21;202290
DKAD;9;21;202290
DKAD;1;21;202290
DLGP;1;21;202290
DLGP;1;21;202290
DLGP;28;21;202290
DMBU;17;21;202290
DMBU;24;21;202290
DMCE;10;21;202290
DMDC;1;21;202290
DMDC;19;21;202290
DMOR;9;21;202290
DMSM;13;21;202290
DMSU;7;21;202290
DMTT;7;21;202290
DNDF;5;21;202290
DNDF;1;21;202290
DNEE;30;21;202290
DNEI;5;21;202290
DNEO;3;21;202290
DNEO;1;21;202290
DNNA;2;21;202290
DOCM;2;21;202290
DODP;1;21;202290
DODP;11;21;202290
DOIA;1;21;202290
DOIA;2;21;202290
DOPI;5;21;202290
DOPI;32;21;202290
DOPS;25;21;202290
DORE;7;21;202290
DPAD;1;21;202290
DPAD;6;21;202290
DPCI;12;21;202290
DPEA;1;21;202290
DPEN;1;21;202290
DPEN;18;21;202290
DPPC;9;21;202290
DPSU;1;21;202290
DPSU;6;21;202290
DRET;4;21;202290
DRET;2;21;202290
DRNA;2;21;202290
DRNA;1;21;202290
DSAP;1;21;202290
DSAP;26;21;202290
DSCE;12;21;202290
DSCE;3;21;202290
DSCE;1;21;202290
DSFC;21;21;202290
DSMP;8;21;202290
DTDI;6;21;202290
DTMA;8;21;202290
DURP;24;21;202290
DVMP;7;21;202290
DVMP;8;21;202290
EMCT;1;21;202290
EOCM;4;21;202290
EOEN;1;21;202290
EOEN;10;21;202290
EOIM;1;21;202290
EOIM;5;21;202290
EOIO;1;21;202290
EOIO;10;21;202290
EOOP;8;21;202290
EOOR;6;21;202290
EOPE;8;21;202290
EORO;2;21;202290
EORO;10;21;202290
EORO;1;21;202290
EOTT;2;21;202290
EOTT;6;21;202290
MAEC;1;21;202290
MAFM;5;21;202290
MAGS;1;21;202290
MAGS;18;21;202290
MAGS;1;21;202290
MDAD;1;21;202290
MDAD;1;21;202290
MDAD;13;21;202290
MDDE;2;21;202290
MDDE;11;21;202290
MDDE;1;21;202290
MDGE;9;21;202290
MDPE;11;21;202290
MDRC;1;21;202290
MDRC;15;21;202290
MDTR;14;21;202290
MEDU;11;21;202290
MEMG;1;21;202290
MEMG;11;21;202290
MEPI;9;21;202290
MEPI;1;21;202290
MEPI;1;21;202290
MESP;1;21;202290
MESP;4;21;202290
MFIA;3;21;202290
MFIL;1;21;202290
MHGP;1;21;202290
MHGP;6;21;202290
MNPP;1;21;202290
MNPP;5;21;202290
MPSP;1;21;202290
MPSP;10;21;202290
MSCF;1;21;202290
MSCF;3;21;202290
MSCM;4;21;202290
MTEM;2;21;202290
MTEM;1;21;202290
MTEM;10;21;202290
PEIN;2;21;202290
PEOG;2;21;202290
PEOG;21;21;202290
PEOG;1;21;202290
PEOG;1;21;202290
PEPA;2;21;202290
PEPA;2;21;202290
PEPA;10;21;202290
PEPA;1;21;202290
PFIL;1;21;202290
PGPC;4;21;202290
PMEM;11;21;202290
PMEM;3;21;202290
PMEM;1;21;202290
POPF;6;21;202290
RCME;1;21;202290
CBPE;10;22;202290
CCOM;4;22;202290
CDFO;1;22;202290
CICS;1;22;202290
CIMO;1;22;202290
CLEL;2;22;202290
CMDI;1;22;202290
CNEC;1;22;202290
CURV;1;22;202290
DAAG;9;22;202290
DAAG;7;22;202290
DAAM;13;22;202290
DAES;2;22;202290
DBCD;22;22;202290
DCAA;11;22;202290
DCAA;1;22;202290
DCAA;1;22;202290
DCAL;1;22;202290
DCDG;5;22;202290
DCDG;1;22;202290
DCKR;8;22;202290
DCOL;20;22;202290
DCPA;85;22;202290
DCPA;3;22;202290
DCPA;4;22;202290
DCPA;1;22;202290
DDCO;3;22;202290
DDDD;1;22;202290
DDDD;1;22;202290
DDEC;45;22;202290
DDEI;17;22;202290
DDEI;20;22;202290
DDEP;9;22;202290
DDEP;1;22;202290
DDGE;14;22;202290
DDGP;9;22;202290
DDGP;2;22;202290
DDIN;2;22;202290
DDIP;3;22;202290
DDLE;2;22;202290
DDLE;1;22;202290
DDPD;5;22;202290
DDPD;2;22;202290
DDPD;2;22;202290
DDSC;1;22;202290
DDUC;1;22;202290
DDUD;15;22;202290
DDUD;17;22;202290
DECC;8;22;202290
DEON;3;22;202290
DERA;3;22;202290
DERA;18;22;202290
DERO;27;22;202290
DERO;5;22;202290
DERS;14;22;202290
DERS;2;22;202290
DESG;1;22;202290
DESP;2;22;202290
DEST;9;22;202290
DEST;1;22;202290
DEST;1;22;202290
DESU;5;22;202290
DETR;2;22;202290
DEVS;10;22;202290
DFCL;7;22;202290
DFKM;8;22;202290
DFNF;8;22;202290
DFUT;11;22;202290
DGAS;5;22;202290
DGCE;10;22;202290
DGCE;1;22;202290
DGCS;13;22;202290
DGCS;19;22;202290
DGGE;6;22;202290
DGOL;22;22;202290
DGOS;76;22;202290
DHDS;5;22;202290
DHGE;2;22;202290
DIND;6;22;202290
DIND;2;22;202290
DIND;1;22;202290
DIOD;10;22;202290
DIPH;20;22;202290
DIQP;5;22;202290
DIQP;35;22;202290
DIQP;2;22;202290
DISI;12;22;202290
DKAD;9;22;202290
DKAD;1;22;202290
DLGP;1;22;202290
DLGP;1;22;202290
DLGP;29;22;202290
DLIP;1;22;202290
DMBU;17;22;202290
DMBU;24;22;202290
DMCE;10;22;202290
DMDC;1;22;202290
DMDC;20;22;202290
DMOR;11;22;202290
DMSM;13;22;202290
DMSU;7;22;202290
DMTT;8;22;202290
DNDF;5;22;202290
DNDF;1;22;202290
DNEE;30;22;202290
DNEI;5;22;202290
DNEO;3;22;202290
DNEO;2;22;202290
DNNA;2;22;202290
DOCM;2;22;202290
DODP;1;22;202290
DODP;11;22;202290
DOIA;1;22;202290
DOIA;2;22;202290
DOPI;5;22;202290
DOPI;32;22;202290
DOPS;25;22;202290
DORE;7;22;202290
DPAD;1;22;202290
DPAD;6;22;202290
DPCI;12;22;202290
DPEA;1;22;202290
DPEN;1;22;202290
DPEN;18;22;202290
DPPC;9;22;202290
DPSU;1;22;202290
DPSU;6;22;202290
DRET;4;22;202290
DRET;2;22;202290
DRNA;2;22;202290
DRNA;1;22;202290
DSAP;1;22;202290
DSAP;26;22;202290
DSCE;12;22;202290
DSCE;3;22;202290
DSCE;1;22;202290
DSFC;21;22;202290
DSMP;9;22;202290
DTDI;6;22;202290
DTMA;8;22;202290
DURP;24;22;202290
DVMP;7;22;202290
DVMP;8;22;202290
EMCT;1;22;202290
EOCM;4;22;202290
EOEN;1;22;202290
EOEN;10;22;202290
EOIM;1;22;202290
EOIM;5;22;202290
EOIO;1;22;202290
EOIO;10;22;202290
EOOP;8;22;202290
EOOR;6;22;202290
EOPE;8;22;202290
EORO;2;22;202290
EORO;10;22;202290
EORO;1;22;202290
EOTT;2;22;202290
EOTT;6;22;202290
MAEC;1;22;202290
MAFM;5;22;202290
MAGS;1;22;202290
MAGS;18;22;202290
MAGS;1;22;202290
MDAD;1;22;202290
MDAD;1;22;202290
MDAD;13;22;202290
MDDE;2;22;202290
MDDE;12;22;202290
MDDE;1;22;202290
MDGE;9;22;202290
MDPE;11;22;202290
MDRC;1;22;202290
MDRC;15;22;202290
MDTR;14;22;202290
MEDU;11;22;202290
MEMG;1;22;202290
MEMG;12;22;202290
MEPI;11;22;202290
MEPI;1;22;202290
MEPI;1;22;202290
MESP;1;22;202290
MESP;4;22;202290
MESP;1;22;202290
MFIA;3;22;202290
MFIL;1;22;202290
MHGP;1;22;202290
MHGP;6;22;202290
MNPP;1;22;202290
MNPP;5;22;202290
MPSP;1;22;202290
MPSP;11;22;202290
MSCF;1;22;202290
MSCF;3;22;202290
MSCM;4;22;202290
MTEM;2;22;202290
MTEM;1;22;202290
MTEM;12;22;202290
PEIN;2;22;202290
PEOG;2;22;202290
PEOG;21;22;202290
PEOG;1;22;202290
PEOG;1;22;202290
PEPA;2;22;202290
PEPA;2;22;202290
PEPA;10;22;202290
PEPA;1;22;202290
PFIL;1;22;202290
PGPC;4;22;202290
PMEM;12;22;202290
PMEM;3;22;202290
PMEM;1;22;202290
POPF;8;22;202290
RCME;1;22;202290
CBPE;10;23;202290
CCOM;11;23;202290
CDFO;1;23;202290
CICS;1;23;202290
CIMO;6;23;202290
CLEL;2;23;202290
CMDI;4;23;202290
CNEC;1;23;202290
CPDN;1;23;202290
CURV;1;23;202290
DAAG;9;23;202290
DAAG;7;23;202290
DAAM;17;23;202290
DAES;2;23;202290
DBCD;26;23;202290
DCAA;11;23;202290
DCAA;2;23;202290
DCAA;1;23;202290
DCAL;1;23;202290
DCDG;5;23;202290
DCDG;1;23;202290
DCKR;9;23;202290
DCOL;41;23;202290
DCPA;87;23;202290
DCPA;3;23;202290
DCPA;4;23;202290
DCPA;1;23;202290
DDCO;3;23;202290
DDDD;1;23;202290
DDDD;1;23;202290
DDEC;70;23;202290
DDEI;20;23;202290
DDEI;32;23;202290
DDEP;9;23;202290
DDEP;1;23;202290
DDGE;23;23;202290
DDGP;9;23;202290
DDGP;2;23;202290
DDGP;1;23;202290
DDIN;2;23;202290
DDIP;4;23;202290
DDLE;3;23;202290
DDLE;1;23;202290
DDMA;11;23;202290
DDPD;5;23;202290
DDPD;2;23;202290
DDPD;2;23;202290
DDSC;3;23;202290
DDUC;2;23;202290
DDUD;18;23;202290
DDUD;47;23;202290
DECC;8;23;202290
DEON;3;23;202290
DERA;3;23;202290
DERA;19;23;202290
DERO;27;23;202290
DERO;5;23;202290
DERS;14;23;202290
DERS;2;23;202290
DESG;1;23;202290
DESP;2;23;202290
DEST;9;23;202290
DEST;1;23;202290
